[INFO] | 2023-07-06 05:48:04 AM | analyzer.AdminImpl_1 | Analysis started at: 2023-07-06 05:48:04 AM
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function stringify
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for sub
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | We should not consider this kind of return values!
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for sub
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function sub
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for mul
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for mul
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function mul
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for div
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for div
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function div
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for parToWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for parToWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function parToWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for to32
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for to32
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function to32
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for to128
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for to128
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function to128
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for to96
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for to96
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function to96
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for approve
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for approve
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function approve
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for transfer
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for transfer
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function transfer
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function transferFrom
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerSetMarginRatio
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerSetMarginRatio
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerSetMarginRatio
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerSetLiquidationSpread
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerSetLiquidationSpread
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerSetLiquidationSpread
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerSetEarningsRate
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerSetEarningsRate
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerSetEarningsRate
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerSetMinBorrowedValue
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerSetMinBorrowedValue
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerSetMinBorrowedValue
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for _setPriceOracle
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for _setPriceOracle
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function _setPriceOracle
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for _setMarginPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for _setMarginPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function _setMarginPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for _setSpreadPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for _setSpreadPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function _setSpreadPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for _requireNoMarket
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for _requireNoMarket
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function _requireNoMarket
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for fetchPrice
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for fetchPrice
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function fetchPrice
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for requireIsOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for requireIsOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function requireIsOperator
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for _validateMarketId
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for _validateMarketId
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function _validateMarketId
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function that
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for totalParToWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for totalParToWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function totalParToWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getWei
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for currentTime
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for currentTime
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function currentTime
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for weiToPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for weiToPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function weiToPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for setPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for setPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function setPar
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | We should not consider this kind of return values!
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function add
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for approveMax
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for approveMax
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function approveMax
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerWithdrawUnsupportedTokens
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerWithdrawUnsupportedTokens
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerWithdrawUnsupportedTokens
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for addMarket
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for addMarket
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function addMarket
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerSetIsClosing
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerSetIsClosing
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerSetIsClosing
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerSetPriceOracle
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerSetPriceOracle
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerSetPriceOracle
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerSetInterestSetter
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerSetInterestSetter
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerSetInterestSetter
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerSetMarginPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerSetMarginPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerSetMarginPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for ownerSetSpreadPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for ownerSetSpreadPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function ownerSetSpreadPremium
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getNumExcessTokens
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getNumExcessTokens
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getNumExcessTokens
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for fetchInterestRate
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for fetchInterestRate
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function fetchInterestRate
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for getAccountValues
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | We should not consider this kind of return values!
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | We should not consider this kind of return values!
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for getAccountValues
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function getAccountValues
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for hasHappened
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Return summary generated for hasHappened
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Processed function hasHappened
[INFO] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Generating return summary for calculateNewIndex
[WARNING] | 2023-07-06 05:48:10 AM | analyzer.AdminImpl_1 | Other type of variable_left in Member IR
