File_name,Total_Contract,Total_Function,Total_Variable,Total_Internal_Call,Max_Cyclomatic_Complexity,Loc,sLoc,cLoc
./input/DB2/securify2_reported/0x22d1e5d713f37238bfa15eebb2366da08a9d9534.sol,5,38,37,36,4,414,209,128
./input/DB2/securify2_reported/0x3778d3186221f4009bf7207b99bad7fc414a7d35.sol,10,91,48,77,2,832,237,466
./input/DB2/securify2_reported/0x8c5852066969d73ee2b624699ed6d61d5347afb3.sol,4,28,27,28,2,415,164,203
./input/DB2/securify2_reported/0x5456a07d6cc282a4a1b3443a3c170f7846d79bab.sol,7,52,65,33,8,634,352,114
./input/DB2/securify2_reported/0xbed451b9d7c1e0458a2e57888a001c20e3b65f44.sol,9,79,55,46,3,827,212,203
./input/DB2/securify2_reported/0x8853d03d905839344ea4b0c35a27393fa153fc49.sol,4,34,54,30,5,336,142,149
./input/DB2/securify2_reported/0x372039dd01953f731c8493fa11b2a10a9a93b4cf.sol,9,52,41,30,3,319,259,16
./input/DB2/securify2_reported/0x0119d137982ec5d5ca3ecc2a2c234aae08192745.sol,3,16,22,7,2,195,94,5
./input/DB2/securify2_reported/0x2ba0a37c6603a79400806955e75be1c1219235be.sol,4,26,48,33,6,345,201,103
./input/DB2/securify2_reported/0x093ef237e6c0880277e400c9c042be22fc0dee16.sol,4,26,33,22,2,181,110,29
./input/DB2/securify2_reported/0xeb0bc43490e1ec029174f5809a783f7b59457a71.sol,3,11,15,2,5,137,99,21
./input/DB2/securify2_reported/0xf3e5e76dabc9f4c479c258b4d7bb2f8250a8819c.sol,7,51,35,38,4,467,309,82
./input/DB2/securify2_reported/0x58dff93a1cffa581855156989f54793c351d6288.sol,14,267,138,348,8,2654,2031,369
./input/DB2/securify2_reported/0x2f979c933aef4fcddd27c0fa5c54d8a780555b0a.sol,5,29,21,15,3,210,145,41
./input/DB2/securify2_reported/0xeddf24978021b8498f9f92457c6baa24549eab8a.sol,4,27,34,19,2,289,137,89
./input/DB2/securify2_reported/0x1efca193aae8449a00c5eaf5d50f19665b751329.sol,7,52,31,18,2,537,159,75
./input/DB2/securify2_reported/0x1760d24bba6bca02c07eda49690887828f133ae9.sol,2,18,23,23,2,293,120,125
./input/DB2/securify2_reported/0x3c36ccf03dab88c1b1ac1eb9c3fb5db0b6763cff.sol,11,149,51,152,3,982,445,387
./input/DB2/securify2_reported/0x8bc89c24adfbcfee7978d747fef4bd79e69ce5dc.sol,13,104,87,92,2,819,339,375
./input/DB2/securify2_reported/0xc28aa435be4894d5bd1215ca67eecb7203aa90bb.sol,17,304,336,245,2,729,446,16
./input/DB2/securify2_reported/0x9ffdfdfe44a0d101e165f4190d80e98c3b8bf079.sol,3,19,33,13,2,355,94,62
./input/DB2/securify2_reported/0x238b0a15cc28e621bcc0bd78db1987e14b6929f3.sol,2,18,25,23,3,341,156,137
./input/DB2/securify2_reported/0x09e19f479935a9cd714e03ea140f688ac896c26f.sol,6,52,52,46,3,298,226,11
./input/DB2/securify2_reported/0x70d6838bc1d3e54a1a53a1be98f684e408ed5398.sol,3,25,23,15,5,226,130,52
./input/DB2/securify2_reported/0x3114b3312417b27a83bfd934764eee363d1e9325.sol,7,226,104,319,12,3123,1226,197
./input/DB2/securify2_reported/0xddae4dd5ba8e71f0028fb644656b889d9922ae4b.sol,4,26,26,22,2,181,114,24
./input/DB2/securify2_reported/0xba680d7436bbbf5655f7eed4641bec306d555cff.sol,6,50,84,41,4,921,343,73
./input/DB2/securify2_reported/0x5fda93982ffb2b9035dd65edbcf9c0bcdcd46012.sol,2,13,12,24,2,166,109,34
./input/DB2/securify2_reported/0x2493b92b3b958c8d1e93899cae00bfc4854cbd18.sol,6,59,43,33,3,535,299,161
./input/DB2/securify2_reported/0x212c77fe4779f88e7a01163a04b556731dc5f455.sol,10,84,75,67,3,738,317,320
./input/DB2/securify2_reported/0x3333331365f21e192fd43e599dbb44eff532a667.sol,2,17,25,20,10,305,224,48
./input/DB2/securify2_reported/0x7084bd718dc4b6ad08c9b121d94aa631997c3066.sol,8,51,54,35,3,315,254,14
./input/DB2/securify2_reported/0x3383132087b3b87bd083ab6b85261e9b6ccf0bb0.sol,4,12,23,3,2,171,87,54
./input/DB2/securify2_reported/0x54a2c92b090143e6846e1f375e0f624f4131fec5.sol,13,149,109,113,5,1080,436,514
./input/DB2/securify2_reported/0x609d6f40eed97ec8a96cb9bca78d73caa6225b8a.sol,4,21,21,16,2,487,122,144
./input/DB2/securify2_reported/0xf267efdda842539a2caff990259395188a86b813.sol,7,17,13,2,2,92,62,14
./input/DB2/securify2_reported/0x04354727df77efab18c55491d06845a3a49bcfa3.sol,7,102,73,80,2,388,251,5
./input/DB2/securify2_reported/0xd8283bcf4bea0a5138ada69f53eb3960ecde0b14.sol,4,16,15,12,2,144,78,35
./input/DB2/securify2_reported/0x417573c3978f390f447ded7b52c10aa34e6bd78f.sol,4,16,15,12,2,111,78,7
./input/DB2/securify2_reported/0xd9896ce755124eae2637e2f3b782c7c2b60f67c9.sol,4,26,26,22,2,185,114,27
./input/DB2/securify2_reported/0x27f1b56298f39152b13c7ba9bc155a24a34e3a8c.sol,2,18,26,23,3,424,226,152
./input/DB2/securify2_reported/0x8e98ef0adb8a7e8dcd089e2d961d5bb7a72005e0.sol,2,16,47,9,2,129,89,7
./input/DB2/securify2_reported/0x8ae6ae8f172d7fc103ccfa5890883d6fe46038c9.sol,4,37,39,21,7,347,270,31
./input/DB2/securify2_reported/0x331769de477c2122638fe1116808d3a9159ab13a.sol,1,17,83,19,13,609,267,16
./input/DB2/securify2_reported/0xd1e5e8f980890a3f908a333fab77c19b29c955f1.sol,12,75,19,29,4,547,216,260
./input/DB2/securify2_reported/0x8af6e56cc0fdcffe5e7242b18e2ca696a7c7b0a1.sol,12,93,76,53,4,705,374,217
./input/DB2/securify2_reported/0xed9ed56f704cd8847eeb052fe5ae3294efb1dbb0.sol,3,12,12,13,2,289,101,32
./input/DB2/securify2_reported/0x09404c89de5fbd2a52bc5962da1e3560b4abd208.sol,3,16,27,15,3,148,107,17
./input/DB2/securify2_reported/0x925a6db32a4de9a5ecb1fd8bdaf1eac2709f268b.sol,1,15,45,25,5,261,189,9
./input/DB2/securify2_reported/0x9ba342e1a5a0523c53c5cad720aa7a656c3a81db.sol,3,29,34,25,2,187,154,3
./input/DB2/securify2_reported/0x0eb68f34efa0086e4136bca51fc4d0696580643e.sol,1,5,6,4,2,111,39,6
./input/DB2/securify2_reported/0xb844fbefcb85892cd3cc1ac82f5477081136a477.sol,1,15,36,19,6,238,169,3
./input/DB2/securify2_reported/0x6905abcdc708328d6685566b46ce1c8a6c2dd101.sol,6,76,54,53,2,327,231,11
./input/DB2/securify2_reported/0x7530f3cbf0cd5f691087c370a73cac3dcf7571bf.sol,2,19,50,15,4,619,245,7
./input/DB2/securify2_reported/0xbce0a909fc03f4fa0d5fb38e6cd13f674cfbad31.sol,2,17,33,20,7,419,130,56
./input/DB2/securify2_reported/0x415379f5d396feab48cd26d6ba5e5afdbe9c5e15.sol,2,21,21,21,2,342,222,74
./input/DB2/securify2_reported/0xa82aeadca27db290d476ed2a44945b9681115823.sol,4,31,29,24,2,547,186,278
./input/DB2/securify2_reported/0x4919386ec676a61f59974cc45a61148440665b58.sol,12,171,70,102,2,955,406,428
./input/DB2/securify2_reported/0xe7ad08c03c3d3f29822b82b3336fc23c792c242f.sol,2,20,31,16,2,563,152,133
./input/DB2/securify2_reported/0x79faee4b277d07ce23e2387ef67ef45acc62f156.sol,2,20,25,26,2,309,136,120
./input/DB2/securify2_reported/0x6072d3d59eba459083876b61211b0139d073a4fd.sol,4,54,42,30,2,504,151,285
./input/DB2/securify2_reported/0x5e44414f186e763f376e9ede66aec2ac24bea086.sol,10,102,102,88,6,1447,395,326
./input/DB2/securify2_reported/0x0d599c0ba1f7b60e78de6ee96bed5be87525113e.sol,15,173,194,120,3,2565,559,925
./input/DB2/securify2_reported/0x2a70605e53a2a596e04df8a775e0e8c9fed62f9a.sol,3,32,39,27,2,208,169,4
./input/DB2/securify2_reported/0x7a5918670b0c390ad25f7bee908c1acc2d314a3c.sol,9,80,48,90,4,440,262,94
./input/DB2/securify2_reported/0xbdb4d1ba3b1b5a5904704825fcb5d52a333dac17.sol,8,42,31,32,2,471,208,202
./input/DB2/securify2_reported/0xc1b4f53ab978de0bbc347c6d85cef40226f85758.sol,12,150,115,136,4,3565,983,900
./input/DB2/securify2_reported/0xc3c49ee6a461afc9113e89e224d7d53a06cec1de.sol,3,16,39,11,3,160,98,29
./input/DB2/securify2_reported/0x5695971ae0af8c4274cad8d8a28f966be386383f.sol,3,24,15,10,2,318,107,165
./input/DB2/securify2_reported/0x72dfcbc215dd3a88c0bc7b21aaa8e04c03725db5.sol,2,14,20,3,2,74,45,11
./input/DB2/securify2_reported/0x1be30e9f27bab67dbfd8908da7fbcb42fd5d48d0.sol,21,181,146,140,6,1385,597,579
./input/DB2/securify2_reported/0x0cb5b73d1c4ca844a05856f50ee8df8e50b867a0.sol,5,28,16,13,2,220,95,86
./input/DB2/securify2_reported/0xfced71adb501ffa157c02a08e0a2f608c7e9368b.sol,3,24,20,14,2,357,102,71
./input/DB2/securify2_reported/0xaecc4b3aa6cf88091b480c7f26a77c1601212a65.sol,2,8,15,13,2,185,77,5
./input/DB2/securify2_reported/0x0b06352165f97b4e2365466e77d70306b8dcd84a.sol,4,20,17,17,2,145,97,16
./input/DB2/securify2_reported/0xbfdd4de1f87f1709402bb6950bd552e89a7a9a82.sol,8,80,43,41,3,739,304,5
./input/DB2/securify2_reported/0xaff31a9409f6330fbfd32162e6a9ca9c765e541a.sol,3,25,31,15,2,281,142,109
./input/DB2/securify2_reported/0xb3a28545f799c2dd35e681c701ae1b89054b100e.sol,8,84,71,52,2,435,300,67
./input/DB2/securify2_reported/0x94faa69a60a4cb460e9455fa0d312bbe6a2882ea.sol,1,5,9,11,2,62,41,3
./input/DB2/securify2_reported/0xd1766cc0a81e40d488d16357b590a0d009e0d927.sol,4,34,30,21,2,443,148,51
./input/DB2/securify2_reported/0x07859fec7b937c695f1f807255cfc4a13c7b7138.sol,1,11,17,12,9,200,135,39
./input/DB2/securify2_reported/0x1cc7475ee5b03a6b74e8d7fe05f5f9a3524b4b8e.sol,4,21,38,14,5,263,166,45
./input/DB2/securify2_reported/0xd762afd1b1f28b8f211b8b72ce1001965107d0ce.sol,3,23,33,29,3,404,210,145
./input/DB2/securify2_reported/0xc6be6f687378f5c560622f688dbe3ada73a644f7.sol,2,18,23,24,2,368,210,114
./input/DB2/securify2_reported/0x278a83b64c3e3e1139f8e8a52d96360ca3c69a3d.sol,13,147,136,103,2,1076,402,520
./input/DB2/securify2_reported/0xe06d96933526847519129e871186a2f119a6c217.sol,4,27,34,19,2,240,137,32
./input/DB2/securify2_reported/0x968363577759bb476dedffc19e7a4efc56175033.sol,2,19,27,25,2,292,123,117
./input/DB2/securify2_reported/0x4b0e6734dc69c7d6ebe1f32e30285306620074dc.sol,6,52,55,48,3,315,242,11
./input/DB2/securify2_reported/0xa9cdec615e65cc376deb416a80678951e379ec7e.sol,8,114,81,71,2,644,215,359
./input/DB2/securify2_reported/0xeaad8e52a15a78a5c8be17d3c2ac538ae04f5fee.sol,26,265,2,3,2,993,553,136
./input/DB2/securify2_reported/0x7ec7b0dc7e0abc218fa1f51d5a2e69ec88e90337.sol,11,70,44,36,2,595,253,253
./input/DB2/securify2_reported/0x161901f71761319a9376bd133947fc8774de7855.sol,7,72,55,50,2,203,161,40
./input/DB2/securify2_reported/0x98bd2274180e46d635fd7ae17c113c8f603c19d9.sol,14,137,118,95,3,1514,597,695
./input/DB2/securify2_reported/0x6d017a18b5c13336f0a89f262347d9616e6b88a5.sol,8,164,181,160,2,506,232,195
./input/DB2/securify2_reported/0xb5212a2fa63c1863b9e8670e2a6d420d0309c502.sol,4,12,23,3,2,165,87,49
./input/DB2/securify2_reported/0x37facf77a5409018c014fdeac749dfa6b5b177e7.sol,2,13,39,14,6,176,148,4
./input/DB2/securify2_reported/0xa648d6b019e32c3946bb7545e730a2997bb9cd8a.sol,3,10,13,6,4,217,85,8
./input/DB2/securify2_reported/0xa9bc7b6c8caadbaca107725afeef4de7a98e33cb.sol,5,39,72,27,4,302,252,11
./input/DB2/securify2_reported/0xe29a14bcdea40d83675aa43b72df07f649738c8b.sol,4,13,17,17,2,148,81,42
./input/DB2/securify2_reported/0x6e3498da43f66acd9340dcd1e303e1654224a38c.sol,5,58,39,29,2,244,192,12
./input/DB2/securify2_reported/0x15c10c51d86a51021d0683b8359fb20a8ba40b45.sol,3,40,23,11,2,719,184,132
./input/DB2/securify2_reported/0x84af7604ffd7800292bb657055ac20795aa7a1c1.sol,4,31,44,22,3,388,169,161
./input/DB2/securify2_reported/0x07342ab4971a9d6fd688a26454c6a474ddf881c2.sol,8,42,48,31,5,355,264,39
./input/DB2/securify2_reported/0xeec6a2f0d177d3b357560d2e2919ac73e8030ad1.sol,3,23,46,21,12,338,257,5
./input/DB2/securify2_reported/0x7471ad739bd808d302f0622394e920a7d223e8ed.sol,5,25,44,15,3,211,142,7
./input/DB2/securify2_reported/0x52c0433d42957e1e463f845164d265ffedb5332e.sol,5,40,37,24,4,264,184,5
./input/DB2/securify2_reported/0x38b1ec4474c17aa604c0cde1cdb8cde5679145e7.sol,3,16,39,11,5,165,106,33
./input/DB2/securify2_reported/0x27c743954bce1bfaef8bcbd685527531001d88d7.sol,13,164,140,152,2,1729,395,599
./input/DB2/securify2_reported/0x07567f9c3ec198174737451f95fa5b7359615c8a.sol,8,104,76,60,5,1091,456,506
./input/DB2/securify2_reported/0xd2bd3df9199dbeae6105ad22cce5d659ba687af8.sol,3,16,37,13,2,150,108,14
./input/DB2/securify2_reported/0x9116a9f894e699c9d6955ef9b5565776630d483d.sol,21,182,148,140,6,1388,599,579
./input/DB2/securify2_reported/0xcac6f6711206215d9761f7b82936f2083964dff5.sol,3,33,42,32,3,401,270,42
./input/DB2/securify2_reported/0x998c2e0f9653bdefdc2465505c696287111dad4e.sol,3,20,41,23,1,107,85,8
./input/DB2/securify2_reported/0x5dd4cd8ec1fd73452be387e8abbc70d4d200478a.sol,11,130,94,34,2,1785,485,355
./input/DB2/securify2_reported/0xb2f3de6370c1ab91157b03ee1aca60093f8e2f4b.sol,8,59,41,37,2,603,248,274
./input/DB2/securify2_reported/0x41d83849299af92be8a97156a0572467b2d07d10.sol,14,107,74,78,3,895,371,381
./input/DB2/securify2_reported/0x32cbd6b5098a327697adf252a681f9002ad5fe5d.sol,8,68,50,38,2,537,260,212
./input/DB2/securify2_reported/0x4a0e8e6e323e45f8f63de2389407bf6670b8e716.sol,8,100,76,88,2,945,482,310
./input/DB2/securify2_reported/0x07be6e7ccfa202c7fc3dd4b55dda6b122a6ffeea.sol,4,21,23,17,2,163,122,31
./input/DB2/securify2_reported/0xf64c172bddcbfd6043e0c78e5924b30a299d0494.sol,7,25,34,15,6,400,200,126
./input/DB2/securify2_reported/0x141304095eba7529c6e35cb33d572902d71bf1ba.sol,13,183,125,154,2,687,382,182
./input/DB2/securify2_reported/0x7384fda4305c95c5c9a777aea07ae0389700a9b8.sol,7,52,65,33,8,634,352,114
./input/DB2/securify2_reported/0xcb2a60adc6c0c9065c5b3963b873b65c86c8d4f2.sol,4,30,21,18,2,197,102,67
./input/DB2/securify2_reported/0x6eeae20b7f4597d173b46ec29ac4bac9c188118b.sol,4,64,107,52,4,421,312,32
./input/DB2/securify2_reported/0xbbf314848e42b0ae3d86f98b3ff0aa8895541847.sol,5,39,42,28,2,316,167,91
./input/DB2/securify2_reported/0x03d0a7f0519946e723aa76372bb34a9540f628ae.sol,2,6,14,3,5,46,38,5
./input/DB2/securify2_reported/0x3cc63313c1241d832e6d6d5c48c0e523589326f7.sol,10,84,72,67,3,707,305,318
./input/DB2/securify2_reported/0xa4cf2ccda169d3cb5b1c93a864a1ee5d9ec5d760.sol,2,8,9,3,2,102,78,6
./input/DB2/securify2_reported/0xf0c15e2dddd9d5bdbd49203e6d32b8e9f14b23a7.sol,9,76,43,56,4,257,242,4
./input/DB2/securify2_reported/0xd54453ca00265a19a6f34551ae66ac6df21ccc00.sol,6,39,22,48,2,734,331,311
./input/DB2/securify2_reported/0x7166ee2ecb2b4d6451d134a9da72b24e8c4087b8.sol,4,17,40,28,4,221,153,40
./input/DB2/securify2_reported/0x7cb1f7f5f202dfd0e2e7a6576e4cf4659e892d6d.sol,7,47,49,41,5,618,313,203
./input/DB2/securify2_reported/0x5fd8918f2dd6de9440f8f29e98466ab3e95204ba.sol,5,39,42,28,2,631,171,143
./input/DB2/securify2_reported/0x9024444bb605977ac4f949d51986075f89f0dd24.sol,5,37,29,23,4,424,203,106
./input/DB2/securify2_reported/0x713e1d5bc8d621d1302f9e7c81f48e0d78614b4e.sol,2,25,43,30,5,318,237,21
./input/DB2/securify2_reported/0xcaf234ae8112d30d8b20712895937d23787c052d.sol,4,31,44,22,3,388,169,161
./input/DB2/securify2_reported/0x8017f897aaaabd5701b63d819590062a87732ba0.sol,3,21,32,31,8,387,221,109
./input/DB2/securify2_reported/0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1.sol,5,40,66,35,5,1151,360,151
./input/DB2/securify2_reported/0x720c2c93f5f9a6b82226e84095558b10f399b0fa.sol,3,30,34,11,2,192,143,14
./input/DB2/securify2_reported/0xd747af5e18c0a1b7ea8cbd5940acc436fd4e9f50.sol,8,58,15,38,2,923,409,395
./input/DB2/securify2_reported/0x63dab476152a8d3abd8acac112ce0314d2ab2c47.sol,3,24,20,14,2,363,105,71
./input/DB2/securify2_reported/0xa7aca9c1f08025e50c21738ad85fd99b7fa7fed9.sol,3,16,37,11,2,152,90,35
./input/DB2/securify2_reported/0x7354f36fd74a656b4db8429c3fd937b99cd69e45.sol,7,73,48,28,4,597,247,277
./input/DB2/securify2_reported/0x29949d02d60bcd28421d686fb2144c7ef0a7061f.sol,7,41,35,43,3,316,163,100
./input/DB2/securify2_reported/0xbe35a8098188a6aed530aa417d867b3e8d441339.sol,3,25,50,20,13,399,273,54
./input/DB2/securify2_reported/0xdccf32c702d881a90cffc48c7db9ca9ed92f0b2f.sol,2,25,35,37,5,230,188,4
./input/DB2/securify2_reported/0x0dae83df3867954983ab81c3c13579a7a65886c7.sol,1,18,102,18,13,728,612,23
./input/DB2/securify2_reported/0x56e3cea51769d9a21f68c85bd78145245dd74b73.sol,17,185,139,134,4,2499,572,659
./input/DB2/securify2_reported/0x62df8ff4150d09cad143ee654ee3b0a61e842195.sol,4,33,18,19,2,173,118,22
./input/DB2/securify2_reported/0xb2114d5ca787314136862d992fa3b96039d6a414.sol,1,22,43,23,9,450,358,4
./input/DB2/securify2_reported/0x7b76a2baa3c6d760b5e7c0ea7b6c7eb0667781c8.sol,3,17,31,10,4,231,98,5
./input/DB2/securify2_reported/0x8e1dd035766191a309dd89cfa91ff92138f3fcab.sol,2,15,38,15,4,385,149,12
./input/DB2/securify2_reported/0xf610426dfab48f7ae5678e97be0286c1adcedb11.sol,5,14,20,7,7,163,83,56
./input/DB2/securify2_reported/0xb18c2cdd2ed98e4c71c58cce5e79ec84ba4cdfa5.sol,10,87,74,62,2,791,316,376
./input/DB2/securify2_reported/0xb207a28fbda1c0b2f7ae43c4f3eb1fcd5ebaacfc.sol,14,184,96,190,2,850,599,113
./input/DB2/securify2_reported/0xe3a4de48665d01041a56503931d9320dad54172f.sol,1,3,9,2,1,45,35,3
./input/DB2/securify2_reported/0xe1cd722575801fe92eeef2ca23396557f7e3b967.sol,10,80,54,45,4,1917,398,734
./input/DB2/securify2_reported/0xcbfe11b78c2e6cb25c6eda2c6ff46cd4755c8fca.sol,5,39,42,28,2,683,201,138
./input/DB2/securify2_reported/0x287ba818e653bb7961ffdb31ea4ab057828924ff.sol,8,26,35,15,6,414,210,126
./input/DB2/securify2_reported/0xc5fecd1080d546f9494884e834b03d7ad208cc02.sol,3,16,14,17,5,196,121,51
./input/DB2/securify2_reported/0x0ec1792b793500deda834e53ab10101371cdb41a.sol,4,20,18,15,2,130,84,18
./input/DB2/securify2_reported/0x9d08c9bdd18b8372171eca191bb8878133dd4483.sol,2,14,24,3,2,125,66,31
./input/DB2/securify2_reported/0x5bef9aacab6658b37efe53fca5e5d1ef6a4b260f.sol,17,277,153,244,6,1370,552,538
./input/DB2/securify2_reported/0x1d8ba3a0af0a8511b2172e7f806af582a9804d57.sol,2,16,34,4,4,227,98,88
./input/DB2/securify2_reported/0xcafb01d10e27c1eef91087cb3a88f1597bd8337e.sol,1,3,3,3,1,33,17,5
./input/DB2/securify2_reported/0x911af2c5e703b233e7f09ede92e8b8a0857a0202.sol,3,20,23,31,2,418,242,125
./input/DB2/securify2_reported/0xa270df522f3353d11c21fc3c71596582d4178bfc.sol,12,82,70,65,2,879,417,354
./input/DB2/securify2_reported/0x8254079f3469304b2077019788887be7bd5fbd93.sol,5,47,58,27,4,430,270,107
./input/DB2/securify2_reported/0xbe3aad36965853cbabbc9ae6110ced92fc9d51e8.sol,3,16,31,13,2,217,92,5
./input/DB2/securify2_reported/0x6e0e0a38ae84e45d1faec22cc76507139a3a7d11.sol,3,11,11,11,2,277,96,32
./input/DB2/securify2_reported/0xd769010d3813bafaf4addbfe258eafd07828bb83.sol,7,61,66,47,2,570,197,282
./input/DB2/securify2_reported/0xd823721f953c2b8b745db8f1d4c652433e528037.sol,3,16,14,10,2,257,75,55
./input/DB2/securify2_reported/0x45f0d41369c7c2176063f65211ba356918a957f7.sol,1,2,5,1,3,38,26,5
./input/DB2/securify2_reported/0xcce54a99cb6ef7600e2f17e9a0b161e5300d02be.sol,17,221,185,212,4,934,558,193
./input/DB2/securify2_reported/0x3f45499fcdfe6cd597145fc5ac855b226d2a8e8e.sol,3,23,30,14,3,449,120,86
./input/DB2/securify2_reported/0x19e6bf254abf5abc925ad72d32bac44c6c03d3a4.sol,3,17,19,7,2,115,81,15
./input/DB2/securify2_reported/0xeeee7119b9b641142fd85d1e83cae00506a7a0b1.sol,4,20,18,15,2,134,84,22
./input/DB2/securify2_reported/0x60f941d0b8344f28e03132d0a09fc10b6b2c6740.sol,5,18,36,25,4,198,137,36
./input/DB2/securify2_reported/0x8d4d8f0dbaf52bd46e566eb2ee38d834c3ce6ccf.sol,7,226,104,319,12,3119,1224,197
./input/DB2/securify2_reported/0xbfa9df9ed8805e657d0feab5d186c6a567752d7f.sol,1,18,25,26,4,355,266,58
./input/DB2/securify2_reported/0x34af6c2e8bd1c58f066b401e9df249c1af128d75.sol,8,46,37,33,3,532,265,173
./input/DB2/securify2_reported/0x92126dfa40af12ae742660cbe2f680e895a8cfa1.sol,8,63,99,54,5,1189,417,86
./input/DB2/securify2_reported/0x8ca3bbb1ad06c9099d0fd93812f633dd6c8e0d84.sol,2,25,60,26,4,851,214,245
./input/DB2/securify2_reported/0xc4d43af0518c4ac875b01848f1087c435c42659b.sol,2,17,32,18,1,433,127,52
./input/DB2/securify2_reported/0xeef4ea1a548417df1e7f0f6ab89494eed9e06b70.sol,3,22,35,17,4,245,135,86
./input/DB2/securify2_reported/0x48271aa08d6309895447c067e728e8b140ddf2b4.sol,6,82,69,56,2,855,234,221
./input/DB2/securify2_reported/0x41baff224e19d33af3972cdc3452cdb66138937e.sol,4,15,16,5,2,102,60,19
./input/DB2/securify2_reported/0x0e3f6a2af30a2c86465dc182be58c02d75d84abd.sol,4,64,107,52,4,421,312,32
./input/DB2/securify2_reported/0x4179ef5dc359a4f73d5a14af264f759052325bc1.sol,4,41,53,58,2,586,311,166
./input/DB2/securify2_reported/0x65598fed084908d1c6f11b09d03e923af6fe65c4.sol,2,18,26,23,3,362,157,152
./input/DB2/securify2_reported/0xb72b31907c1c95f3650b64b2469e08edacee5e8f.sol,6,83,66,64,4,689,500,96
./input/DB2/securify2_reported/0x4e7783f24371cc073c8d943dfeb47846d34cbfc7.sol,5,46,6,5,6,239,137,58
./input/DB2/securify2_reported/0x86d3a2867578437ef9b65ee20f30d79eae6d21e1.sol,3,31,53,31,17,518,397,13
./input/DB2/securify2_reported/0x46ea1fc2a4bebbe9c66639f91dbec19ed02d3a4e.sol,7,46,72,44,6,717,329,254
./input/DB2/securify2_reported/0x535085e6859164e2c59f323d55f9e2eb3ae47bdf.sol,3,19,23,25,2,346,144,142
./input/DB2/securify2_reported/0xb39518f26d3b03ddcde57f50b33ee99da200d13e.sol,4,33,18,19,2,173,118,22
./input/DB2/securify2_reported/0x0dd491854a19ba0e48d824eb179026463e218790.sol,1,15,36,19,6,241,169,5
./input/DB2/securify2_reported/0xb14da65459db957bceec86a79086036dea6fc3ad.sol,10,69,49,31,2,611,372,112
./input/DB2/securify2_reported/0xf739ae25405f96784488f169cecfb9f5145a251e.sol,3,7,10,2,2,45,32,3
./input/DB2/securify2_reported/0xe0c69aefaa7611de493bce9525abf2a2c3c7fc4d.sol,23,363,22,27,4,811,612,106
./input/DB2/securify2_reported/0xc7ad1a4c95092fe30e041f72ff19f79191feebd9.sol,10,86,81,70,3,734,316,292
./input/DB2/securify2_reported/0x961fe5b3125e0ed5ff7350abd7b89f5030ca78b8.sol,4,26,42,35,11,1081,299,280
./input/DB2/securify2_reported/0x95283102a95f84fd7fb3ba0ee5c5a8f16e82c025.sol,4,41,53,58,2,476,311,61
./input/DB2/securify2_reported/0x58a67702949c87b5a9cd26132cc54ad63ff17aea.sol,3,10,9,17,3,299,101,40
./input/DB2/securify2_reported/0x8a6023e72312ea3439041551a21c3b74021e1cbc.sol,2,20,23,26,2,298,128,120
./input/DB2/securify2_reported/0xbc425c4209bd4c3f1fc9686371513f13f72cc70a.sol,6,53,57,42,6,1053,275,157
./input/DB2/securify2_reported/0xa1b6454b773d93cba21bcda981e6ca272c482522.sol,6,62,49,34,3,1009,205,343
./input/DB2/securify2_reported/0xed247121d20d0763d9c16aded165c26d2355a66d.sol,6,60,33,41,2,609,188,354
./input/DB2/securify2_reported/0x9f14689cdf522849816d5fc960645bc747f64468.sol,10,60,43,43,2,435,249,115
./input/DB2/securify2_reported/0xf75115579efecd6b384483d1922f6fc8d997bc54.sol,4,20,18,15,2,130,84,18
./input/DB2/securify2_reported/0xe3aaf89b7a770a64d8d52f34426f38b4f9503177.sol,1,16,118,16,5,742,574,15
./input/DB2/securify2_reported/0x7aa42d19e4c2d35e5504761c3de3571390fd9778.sol,6,52,52,46,3,298,226,11
./input/DB2/securify2_reported/0xfba981cf662f0ac2234e2e895b4036a614d8d9d7.sol,2,10,24,8,3,79,54,4
./input/DB2/securify2_reported/0x88f690ed4fe6c3ed269888ea929951ae7645ebb4.sol,10,49,34,39,3,622,276,251
./input/DB2/securify2_reported/0x17b4f7ef02063381a860dccbb46ca0406618a333.sol,5,45,35,28,2,171,135,11
./input/DB2/securify2_reported/0x42c1d017f6541818b64c10bd4a27c51523581eef.sol,2,18,47,18,13,339,246,39
./input/DB2/securify2_reported/0xca57c5f1635294c4b85c09ab8a5ddeb984f41c66.sol,1,22,67,45,9,863,253,101
./input/DB2/securify2_reported/0x0fdf7fa226196b4273558bf7973af2d0256f559a.sol,3,34,59,28,4,743,292,9
./input/DB2/securify2_reported/0x0a6f0c541be542c098b7ee03c9c634f20bcf8422.sol,2,20,19,20,2,161,111,8
./input/DB2/securify2_reported/0x068f0e11104b9595aa37ee79224cb549f4829790.sol,3,14,21,9,2,121,79,21
./input/DB2/securify2_reported/0xbf357f4ccc35ae6efdc77a8e9b74b6562ffe3116.sol,5,39,42,28,2,340,195,88
./input/DB2/securify2_reported/0xaa5d22de6c8a7a86c6a429c3640a048a0e831675.sol,4,32,41,25,3,403,187,172
./input/DB2/securify2_reported/0x786a20fa02e4672d550bccf0bfff118caae519e6.sol,4,31,54,29,2,336,192,106
